gene_name	index
AKT2	527
AKT3	528
AKTIP	529
ALAD	530
ALAS1	531
ALAS2	532
ALB	533
ALCAM	534
ALDH16A1	535
ALDH18A1	536
ALDH1A1	537
ALDH1A2	538
ALDH1A3	539
ALDH1B1	540
ALDH1L1	541
ALDH1L2	542
ALDH2	543
ALDH3A1	544
ALDH3A2	545
ALDH3B1	546
ALDH3B2	547
ALDH4A1	548
ALDH5A1	549
ALDH6A1	550
ALDH7A1	551
ALDH8A1	552
ALDH9A1	553
ALDOA	554
ALDOB	555
ALDOC	556
ALG1	557
ALG10	558
ALG10B	559
ALG11	560
ALG12	561
ALG13	562
ALG14	563
ALG1L	564
ALG1L2	565
ALG2	566
ALG3	567
ALG5	568
ALG6	569
ALG8	570
ALG9	571
ALK	572
ALKAL1	573
ALKAL2	574
ALKBH1	575
ALKBH2	576
ALKBH3	577
ALKBH4	578
ALKBH5	579
ALKBH6	580
ALKBH7	581
ALKBH8	582
ALLC	583
ALMS1	584
ALOX12	585
ALOX12B	586
ALOX15	587
ALOX15B	588
ALOX5	589
ALOX5AP	590
ALOXE3	591
ALPG	592
ALPI	593
ALPK1	594
ALPK2	595
ALPK3	596
ALPL	597
ALPP	598
ALS2	599
ALS2CL	600
ALX1	601
ALX3	602
ALX4	603
ALYREF	604
AMACR	605
AMBN	606
AMBP	607
AMBRA1	608
AMDHD1	609
AMDHD2	610
AMD1	611
AMELX	612
AMELY	613
AMER1	614
AMER2	615
AMER3	616
AMFR	617
AMH	618
AMHR2	619
AMIGO1	620
AMIGO2	621
AMIGO3	622
AMMECR1	623
AMMECR1L	624
AMN	625
AMN1	626
AMOT	627
AMOTL1	628
AMOTL2	629
AMPD1	630
AMPD2	631
AMPD3	632
AMPH	633
AMT	634
AMTN	635
AMY1A	636
AMY1B	637
AMY1C	638
AMY2A	639
AMY2B	640
AMZ1	641
AMZ2	642
ANAPC1	643
ANAPC10	644
ANAPC11	645
ANAPC13	646
ANAPC15	647
ANAPC16	648
ANAPC2	649
ANAPC4	650
ANAPC5	651
ANAPC7	652
ANG	653
ANGEL1	654
ANGEL2	655
ANGPT1	656
ANGPT2	657
ANGPT4	658
ANGPTL1	659
ANGPTL2	660
ANGPTL3	661
ANGPTL4	662
ANGPTL5	663
ANGPTL6	664
ANGPTL7	665
ANGPTL8	666
ANHX	667
ANK1	668
ANK2	669
ANK3	670
ANKAR	671
ANKDD1A	672
ANKDD1B	673
ANKEF1	674
ANKFN1	675
ANKFY1	676
ANKH	677
ANKHD1	678
ANKIB1	679
ANKK1	680
ANKLE1	681
ANKLE2	682
ANKMY1	683
ANKMY2	684
ANKRA2	685
ANKRD1	686
ANKRD10	687
ANKRD11	688
ANKRD12	689
ANKRD13A	690
ANKRD13B	691
ANKRD13C	692
ANKRD13D	693
ANKRD16	694
ANKRD17	695
ANKRD18A	696
ANKRD18B	697
ANKRD2	698
ANKRD20A1	699
ANKRD22	700
ANKRD23	701
ANKRD24	702
ANKRD26	703
ANKRD27	704
ANKRD28	705
ANKRD29	706
ANKRD30A	707
ANKRD30B	708
ANKRD30BL	709
ANKRD31	710
ANKRD33	711
ANKRD33B	712
ANKRD34A	713
ANKRD34B	714
ANKRD34C	715
ANKRD35	716
ANKRD36	717
ANKRD36B	718
ANKRD36C	719
ANKRD37	720
ANKRD39	721
ANKRD40	722
ANKRD40CL	723
ANKRD42	724
ANKRD44	725
ANKRD45	726
ANKRD46	727
ANKRD49	728
ANKRD50	729
ANKRD52	730
ANKRD53	731
ANKRD54	732
ANKRD55	733
ANKRD6	734
ANKRD60	735
ANKRD61	736
ANKRD62	737
ANKRD63	738
ANKRD65	739
ANKRD66	740
ANKRD7	741
ANKRD9	742
ANKS1A	743
ANKS1B	744
ANKS3	745
ANKS4B	746
ANKS6	747
ANKUB1	748
ANKZF1	749
ANLN	750
ANO1	751
ANO10	752
ANO2	753
ANO3	754
ANO4	755
ANO5	756
ANO6	757
ANO7	758
ANO8	759
ANO9	760
ANOS1	761
ANP32A	762
ANP32B	763
ANP32D	764
ANP32E	765
ANPEP	766
ANTKMT	767
ANTXR1	768
ANTXR2	769
ANTXRL	770
ANXA1	771
ANXA10	772
ANXA11	773
ANXA13	774
ANXA2	775
ANXA2R	776
ANXA3	777
ANXA4	778
ANXA5	779
ANXA6	780
ANXA7	781
ANXA8	782
ANXA8L1	783
ANXA9	784
AOAH	785
AOC1	786
AOC2	787
AOC3	788
AOPEP	789
AOX1	790
AP1AR	791
AP1B1	792
AP1G1	793
AP1G2	794
AP1M1	795
AP1M2	796
AP1S1	797
AP1S2	798
AP1S3	799
AP2A1	800
AP2A2	801
AP2B1	802
AP2M1	803
AP2S1	804
AP3B1	805
AP3B2	806
AP3D1	807
AP3M1	808
AP3M2	809
AP3S1	810
AP3S2	811
AP4B1	812
AP4E1	813
AP4M1	814
AP4S1	815
AP5B1	816
AP5M1	817
AP5S1	818
AP5Z1	819
APAF1	820
APBA1	821
APBA2	822
APBA3	823
APBB1	824
APBB1IP	825
APBB2	826
APBB3	827
APC	828
APC2	829
APCDD1	830
APCDD1L	831
APCS	832
APEH	833
APELA	834
APEX1	835
APEX2	836
APH1A	837
APH1B	838
API5	839
APIP	840
APLF	841
APLN	842
APLNR	843
APLP1	844
APLP2	845
APMAP	846
APOA1	847
APOA2	848
APOA4	849
APOA5	850
APOB	851
APOBEC1	852
APOBEC2	853
APOBEC3A	854
APOBEC3B	855
APOBEC3C	856
APOBEC3D	857
APOBEC3F	858
APOBEC3G	859
APOBEC3H	860
APOBEC4	861
APOBR	862
APOC1	863
APOC2	864
APOC3	865
APOC4	866
APOD	867
APOE	868
APOF	869
APOH	870
APOL1	871
APOL2	872
APOL3	873
APOL4	874
APOL5	875
APOL6	876
APOLD1	877
APOM	878
APOO	879
APOOL	880
APP	881
APPBP2	882
APPL1	883
APPL2	884
APRT	885
APTX	886
AQP1	887
AQP10	888
AQP11	889
AQP12A	890
AQP12B	891
AQP2	892
AQP3	893
AQP4	894
AQP5	895
AQP6	896
AQP7	897
AQP7B	898
AQP8	899
AQP9	900
AQR	901
AR	902
ARAF	903
ARAP1	904
ARAP2	905
ARAP3	906
ARC	907
ARCN1	908
AREG	909
AREL1	910
ARF1	911
ARF3	912
ARF4	913
ARF5	914
ARF6	915
ARFGAP1	916
ARFGAP2	917
ARFGAP3	918
ARFGEF1	919
ARFGEF2	920
ARFGEF3	921
ARFIP1	922
ARFIP2	923
ARFRP1	924
ARG1	925
ARG2	926
ARGFX	927
ARGLU1	928
ARHGAP1	929
ARHGAP10	930
ARHGAP11A	931
ARHGAP11B	932
ARHGAP12	933
ARHGAP15	934
ARHGAP17	935
ARHGAP18	936
ARHGAP19	937
ARHGAP20	938
ARHGAP21	939
ARHGAP22	940
ARHGAP23	941
ARHGAP24	942
ARHGAP25	943
ARHGAP26	944
ARHGAP27	945
ARHGAP28	946
ARHGAP29	947
ARHGAP30	948
ARHGAP31	949
ARHGAP32	950
ARHGAP33	951
ARHGAP35	952
ARHGAP36	953
ARHGAP39	954
ARHGAP4	955
ARHGAP40	956
ARHGAP42	957
ARHGAP44	958
ARHGAP45	959
ARHGAP5	960
ARHGAP6	961
ARHGAP8	962
ARHGAP9	963
ARHGDIA	964
ARHGDIB	965
ARHGDIG	966
ARHGEF1	967
ARHGEF10	968
ARHGEF10L	969
ARHGEF11	970
ARHGEF12	971
ARHGEF15	972
ARHGEF16	973
ARHGEF17	974
ARHGEF18	975
ARHGEF19	976
ARHGEF2	977
ARHGEF25	978
ARHGEF26	979
ARHGEF28	980
ARHGEF3	981
ARHGEF33	982
ARHGEF35	983
ARHGEF37	984
ARHGEF38	985
ARHGEF39	986
ARHGEF4	987
ARHGEF40	988
ARHGEF5	989
ARHGEF6	990
ARHGEF7	991
ARHGEF9	992
ARID1A	993
ARID1B	994
ARID2	995
ARID3A	996
ARID3B	997
ARID3C	998
ARID4A	999
ARID4B	1000
ARID5A	1001
ARID5B	1002
ARIH1	1003
ARIH2	1004
ARL13A	1005
ARL13B	1006
ARL14EP	1007
ARL14EPL	1008
ARL17A	1009
ARL17B	1010
ARL2BP	1011
ARL4A	1012
ARL4C	1013
ARL4D	1014
ARL5A	1015
ARL5B	1016
ARL5C	1017
ARL6IP1	1018
ARL6IP4	1019
ARL6IP5	1020
ARL6IP6	1021
ARL8A	1022
ARL8B	1023
ARL1	1024
ARL10	1025
ARL11	1026
ARL14	1027
ARL15	1028
ARL16	1029
ARL2	1030
ARL3	1031
ARL6	1032
ARL9	1033
ARMC1	1034
ARMC10	1035
ARMC12	1036
ARMC2	1037
ARMC3	1038
ARMC5	1039
ARMC6	1040
ARMC7	1041
ARMC8	1042
ARMC9	1043
ARMCX1	1044
ARMCX2	1045
ARMCX3	1046
ARMCX4	1047
ARMCX5	1048
ARMCX6	1049
ARMH1	1050
ARMH2	1051
ARMH3	1052
ARMH4	1053
ARMS2	1054
ARMT1	1055
ARNT	1056
ARNT2	1057
ARNTL	1058
ARNTL2	1059
ARPC1A	1060
ARPC1B	1061
ARPC2	1062
ARPC3	1063
ARPC4	1064
ARPC5	1065
ARPC5L	1066
ARPIN	1067
ARPP19	1068
ARPP21	1069
ARR3	1070
ARRB1	1071
ARRB2	1072
ARRDC1	1073
ARRDC2	1074
ARRDC3	1075
ARRDC4	1076
ARRDC5	1077
ARSA	1078
ARSB	1079
ARSD	1080
ARSF	1081
ARSG	1082
ARSH	1083
ARSI	1084
ARSJ	1085
ARSK	1086
ARSL	1087
ART1	1088
ART3	1089
ART4	1090
ART5	1091
ARTN	1092
ARV1	1093
ARVCF	1094
ARX	1095
AS3MT	1096
ASAH1	1097
ASAH2	1098
ASAH2B	1099
ASAP1	1100
ASAP2	1101
ASAP3	1102
ASB1	1103
ASB10	1104
ASB11	1105
ASB12	1106
ASB13	1107
ASB14	1108
ASB15	1109
ASB16	1110
ASB17	1111
ASB18	1112
ASB2	1113
ASB3	1114
ASB4	1115
ASB5	1116
ASB6	1117
ASB7	1118
ASB8	1119
ASB9	1120
ASCC1	1121
ASCC2	1122
ASCC3	1123
ASCL1	1124
ASCL2	1125
ASCL3	1126
ASCL4	1127
ASCL5	1128
ASDURF	1129
ASF1A	1130
ASF1B	1131
ASGR1	1132
ASGR2	1133
ASH1L	1134
ASH2L	1135
ASIC1	1136
ASIC2	1137
ASIC3	1138
ASIC4	1139
ASIC5	1140
ASIP	1141
ASL	1142
ASMT	1143
ASMTL	1144
ASNS	1145
ASNSD1	1146
ASPA	1147
ASPDH	1148
ASPG	1149
ASPH	1150
ASPHD1	1151
ASPHD2	1152
ASPM	1153
ASPN	1154
ASPRV1	1155
ASPSCR1	1156
ASRGL1	1157
ASS1	1158
ASTE1	1159
ASTL	1160
ASTN1	1161
ASTN2	1162
ASXL1	1163
ASXL2	1164
ASXL3	1165
ASZ1	1166
ATAD1	1167
ATAD2	1168
ATAD2B	1169
ATAD3A	1170
ATAD3B	1171
ATAD3C	1172
ATAD5	1173
ATAT1	1174
ATCAY	1175
ATE1	1176
ATF1	1177
ATF2	1178
ATF3	1179
ATF4	1180
ATF5	1181
ATF6	1182
ATF6B	1183
ATF7	1184
ATF7IP	1185
ATF7IP2	1186
ATG10	1187
ATG101	1188
ATG12	1189
ATG13	1190
ATG14	1191
ATG16L1	1192
ATG16L2	1193
ATG2A	1194
ATG2B	1195
ATG3	1196
ATG4A	1197
ATG4B	1198
ATG4C	1199
ATG4D	1200
ATG5	1201
ATG7	1202
ATG9A	1203
ATG9B	1204
ATIC	1205
ATL1	1206
ATL2	1207
ATL3	1208
ATM	1209
ATMIN	1210
ATN1	1211
ATOH1	1212
ATOH7	1213
ATOH8	1214
ATOX1	1215
ATP10A	1216
ATP10B	1217
ATP10D	1218
ATP11A	1219
ATP11B	1220
ATP11C	1221
ATP12A	1222
ATP13A1	1223
ATP13A2	1224
ATP13A3	1225
ATP13A4	1226
ATP13A5	1227
ATP1A1	1228
ATP1A2	1229
ATP1A3	1230
ATP1A4	1231
ATP1B1	1232
ATP1B2	1233
ATP1B3	1234
ATP1B4	1235
ATP23	1236
ATP2A1	1237
ATP2A2	1238
ATP2A3	1239
ATP2B1	1240
ATP2B2	1241
ATP2B3	1242
ATP2B4	1243
ATP2C1	1244
ATP2C2	1245
ATP4A	1246
ATP4B	1247
ATP5F1A	1248
ATP5F1B	1249
ATP5F1C	1250
ATP5F1D	1251
ATP5F1E	1252
ATP5IF1	1253
ATP5MC1	1254
ATP5MC2	1255
ATP5MC3	1256
ATP5ME	1257
ATP5MF	1258
ATP5MG	1259
ATP5MGL	1260
ATP5MJ	1261
ATP5MK	1262
ATP5PB	1263
ATP5PD	1264
ATP5PF	1265
ATP5PO	1266
ATP6AP1	1267
ATP6AP2	1268
ATP6V0A1	1269
ATP6V0A2	1270
ATP6V0A4	1271
ATP6V0B	1272
ATP6V0C	1273
ATP6V0D1	1274
ATP6V0D2	1275
ATP6V0E1	1276
ATP6V0E2	1277
ATP6V1A	1278
ATP6V1B1	1279
ATP6V1B2	1280
ATP6V1C1	1281
ATP6V1C2	1282
ATP6V1D	1283
ATP6V1E1	1284
ATP6V1E2	1285
ATP6V1F	1286
ATP6V1FNB	1287
ATP6V1G1	1288
ATP6V1G2	1289
ATP6V1G3	1290
ATP6V1H	1291
ATP7A	1292
ATP7B	1293
ATP8A1	1294
ATP8A2	1295
ATP8B1	1296
ATP8B2	1297
ATP8B3	1298
ATP8B4	1299
ATP9A	1300
ATP9B	1301
ATPAF1	1302
ATPAF2	1303
ATPSCKMT	1304
ATR	1305
ATRAID	1306
ATRIP	1307
ATRN	1308
ATRNL1	1309
ATRX	1310
ATXN1	1311
ATXN10	1312
ATXN1L	1313
ATXN2	1314
ATXN2L	1315
ATXN3	1316
ATXN3L	1317
ATXN7	1318
ATXN7L1	1319
ATXN7L2	1320
ATXN7L3	1321
ATXN7L3B	1322
ATXN8	1323
AUH	1324
AUNIP	1325
AUP1	1326
AURKA	1327
AURKAIP1	1328
AURKB	1329
AURKC	1330
AUTS2	1331
AVEN	1332
AVIL	1333
AVL9	1334
AVP	1335
AVPI1	1336
AVPR1A	1337
AVPR1B	1338
AVPR2	1339
AWAT1	1340
AWAT2	1341
AXDND1	1342
AXIN1	1343
AXIN2	1344
AXL	1345
AZGP1	1346
AZI2	1347
AZIN1	1348
AZIN2	1349
AZU1	1350
B2M	1351
B3GALNT1	1352
B3GALNT2	1353
B3GALT1	1354
B3GALT2	1355
B3GALT4	1356
B3GALT5	1357
B3GALT6	1358
B3GALT9	1359
B3GAT1	1360
B3GAT2	1361
B3GAT3	1362
B3GLCT	1363
B3GNT2	1364
B3GNT3	1365
B3GNT4	1366
B3GNT5	1367
B3GNT6	1368
B3GNT7	1369
B3GNT8	1370
B3GNT9	1371
B3GNTL1	1372
B4GALNT1	1373
B4GALNT2	1374
B4GALNT3	1375
B4GALNT4	1376
B4GALT1	1377
B4GALT2	1378
B4GALT3	1379
B4GALT4	1380
B4GALT5	1381
B4GALT6	1382
B4GALT7	1383
B4GAT1	1384
B9D1	1385
B9D2	1386
BAALC	1387
BAAT	1388
BABAM1	1389
BABAM2	1390
BACE1	1391
BACE2	1392
BACH1	1393
BACH2	1394
BAD	1395
BAG1	1396
BAG2	1397
BAG3	1398
BAG4	1399
BAG5	1400
BAG6	1401
BAGE	1402
BAGE3	1403
BAGE4	1404
BAHCC1	1405
BAHD1	1406
BAIAP2	1407
BAIAP2L1	1408
BAIAP2L2	1409
BAIAP3	1410
BAK1	1411
BAMBI	1412
BANF1	1413
BANF2	1414
BANK1	1415
BANP	1416
BAP1	1417
BARD1	1418
BARHL1	1419
BARHL2	1420
BARX1	1421
BARX2	1422
BASP1	1423
BATF	1424
BATF2	1425
BATF3	1426
BAX	1427
BAZ1A	1428
BAZ1B	1429
BAZ2A	1430
BAZ2B	1431
BBC3	1432
BBIP1	1433
BBLN	1434
BBOF1	1435
BBOX1	1436
BBS1	1437
BBS10	1438
BBS12	1439
BBS2	1440
BBS4	1441
BBS5	1442
BBS7	1443
BBS9	1444
BBX	1445
BCAM	1446
BCAN	1447
BCAP29	1448
BCAP31	1449
BCAR1	1450
BCAR3	1451
BCAS1	1452
BCAS2	1453
BCAS3	1454
BCAS4	1455
BCAT1	1456
BCAT2	1457
BCCIP	1458
BCDIN3D	1459
BCHE	1460
BCKDHA	1461
BCKDHB	1462
BCKDK	1463
BCL10	1464
BCL11A	1465
BCL11B	1466
BCL2	1467
BCL2A1	1468
BCL2L1	1469
BCL2L10	1470
BCL2L11	1471
BCL2L12	1472
BCL2L13	1473
BCL2L14	1474
BCL2L15	1475
BCL2L2	1476
BCL3	1477
BCL6	1478
BCL6B	1479
BCL7A	1480
BCL7B	1481
BCL7C	1482
BCL9	1483
BCL9L	1484
BCLAF1	1485
BCLAF3	1486
BCO1	1487
BCO2	1488
BCOR	1489
BCORL1	1490
BCR	1491
BCS1L	1492
BDH1	1493
BDH2	1494
BDKRB1	1495
BDKRB2	1496
BDNF	1497
BDP1	1498
BEAN1	1499
BECN1	1500
BECN2	1501
BEGAIN	1502
BEND2	1503
BEND3	1504
BEND4	1505
BEND5	1506
BEND6	1507
BEND7	1508
BEST1	1509
BEST2	1510
BEST3	1511
BEST4	1512
BET1	1513
BET1L	1514
BEX1	1515
BEX2	1516
BEX3	1517
BEX4	1518
BEX5	1519
BFAR	1520
BFSP1	1521
BFSP2	1522
BGLAP	1523
BGN	1524
BHLHA15	1525
BHLHA9	1526
BHLHB9	1527
BHLHE22	1528
BHLHE23	1529
BHLHE40	1530
BHLHE41	1531
BHMT	1532
BHMT2	1533
BICC1	1534
BICD1	1535
BICD2	1536
BICDL1	1537
BICDL2	1538
BICRA	1539
BICRAL	1540
BID	1541
BIK	1542
BIN1	1543
BIN2	1544
BIN3	1545
BIRC2	1546
BIRC3	1547
BIRC5	1548
BIRC6	1549
BIRC7	1550
BIRC8	1551
BIVM	1552
BLACAT1	1553
BLCAP	1554
BLID	1555
BLK	1556
BLM	1557
BLMH	1558
BLNK	1559
BLOC1S1	1560
BLOC1S2	1561
BLOC1S3	1562
BLOC1S4	1563
BLOC1S5	1564
BLOC1S6	1565
BLVRA	1566
BLVRB	1567
BLZF1	1568
BMERB1	1569
BMF	1570
BMI1	1571
BMP1	1572
BMP10	1573
BMP15	1574
BMP2	1575
BMP2K	1576
BMP3	1577
BMP4	1578
BMP5	1579
BMP6	1580
BMP7	1581
BMP8A	1582
BMP8B	1583
BMPER	1584
BMPR1A	1585
BMPR1B	1586
BMPR2	1587
BMS1	1588
BMT2	1589
BMX	1590
BNC1	1591
BNC2	1592
BNIP1	1593
BNIP2	1594
BNIP3	1595
BNIP3L	1596
BNIP5	1597
BNIPL	1598
BOC	1599
BOD1	1600
BOD1L1	1601
BOD1L2	1602
BOK	1603
BOLA1	1604
BOLA2	1605
BOLA2B	1606
BOLA3	1607
BOLL	1608
BOP1	1609
BORA	1610
BORCS5	1611
BORCS6	1612
BORCS7	1613
BORCS8	1614
BPGM	1615
BPHL	1616
BPI	1617
BPIFA1	1618
BPIFA2	1619
BPIFA3	1620
BPIFB1	1621
BPIFB2	1622
BPIFB3	1623
BPIFB4	1624
BPIFB6	1625
BPIFC	1626
BPNT1	1627
BPNT2	1628
BPTF	1629
BPY2	1630
BPY2B	1631
BPY2C	1632
BRAF	1633
BRAP	1634
